"Yrkesområde","SSYK 2012","Yrkesgrupp","Yrkesbenämning"
"Pedagogik","2330","Gymnasielärare","Modersmålslärare i gymnasieskolan"
"Pedagogik","2341","Grundskollärare","Ämneslärare, 7-9"
"Pedagogik","2341","Grundskollärare","Grundlärare, 4-6"
"Pedagogik","2341","Grundskollärare","Grundlärare, förskoleklass och 1-3"
"Pedagogik","2341","Grundskollärare","Lärare i grundskolan, årskurs 1-6"
"Pedagogik","2341","Grundskollärare","Modersmålslärare i grundskolan"
"Pedagogik","2342","Fritidspedagoger","Fritidspedagog"
"Pedagogik","2342","Fritidspedagoger","Grundlärare, fritidshem"
"Pedagogik","2343","Förskollärare","Förskollärare"
"Pedagogik","2343","Förskollärare","Lärare i förskoleklass"
"Pedagogik","2343","Förskollärare","Lekterapeut"
"Pedagogik","2343","Förskollärare","Modersmålslärare, förskola"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Förskolekonsulent"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Fortbildningskonsulent"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Hörselpedagog"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Läkepedagog"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Läromedelsintendent"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Skolinspektör"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Skolkonsulent"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Speciallärare"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Specialpedagog"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Synpedagog"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Talpedagog"
"Pedagogik","2351","Speciallärare och specialpedagoger m.fl.","Utbildningskonsulent, skola"
"Pedagogik","2352","Studie- och yrkesvägledare","SSA-sekreterare"
"Pedagogik","2352","Studie- och yrkesvägledare","Studie- och yrkesvägledare/SYV"
"Pedagogik","2352","Studie- och yrkesvägledare","Studievägledare"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Ateljerista"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Bildpedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Danspedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Dramalärare/Dramapedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Eurytmist"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Forskare, pedagogik"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Konstpedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Lärare i kulturskolan"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Mimpedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Museilektor"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Museipedagog/Museilärare"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Musikpedagog/Musiklärare"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Röstpedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Sångpedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","SFI-lärare"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Teaterpedagog"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Teckenspråkslärare"
"Pedagogik","2359","Övriga pedagoger med teoretisk specialistkompetens","Teknikpedagog"
"Pedagogik","3421","Professionella idrottsutövare","Jockey"
"Pedagogik","3421","Professionella idrottsutövare","Professionell idrottsutövare"
"Pedagogik","3421","Professionella idrottsutövare","Tävlingsryttare"
"Pedagogik","3421","Professionella idrottsutövare","Travkusk"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Distriktskonsulent"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Dykinstruktör"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Förbundstränare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Golfinstruktör/Golftränare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Idrottsdomare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Idrottsinstruktör/Idrottstränare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Idrottskonsulent"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Instruktör inom specialidrott/Tränare inom specialidrott"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Personlig tränare/PT"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Ridinstruktör/Ridlärare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Skidinstruktör/Skidlärare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Träningsinstruktör"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Ungdomsinstruktör/Ungdomstränare"
"Pedagogik","3422","Idrottstränare och instruktörer m.fl.","Yogainstruktör/Yogalärare"
"Pedagogik","3441","Trafiklärare","Trafiklärare"
"Pedagogik","3441","Trafiklärare","Utbildningsledare, trafikskola"
"Pedagogik","3449","Övriga utbildare och instruktörer","Cirkelledare/Studiecirkelledare"
"Pedagogik","3449","Övriga utbildare och instruktörer","Datapedagog/IT-pedagog"
"Pedagogik","3449","Övriga utbildare och instruktörer","Hemslöjdskonsulent"
"Pedagogik","3449","Övriga utbildare och instruktörer","Kursutvecklare"
"Pedagogik","3449","Övriga utbildare och instruktörer","Mediepedagog"
"Pedagogik","3449","Övriga utbildare och instruktörer","Musikhandledare"
"Pedagogik","3449","Övriga utbildare och instruktörer","Personalutbildare"
"Pedagogik","3449","Övriga utbildare och instruktörer","Språkutbildare"
"Pedagogik","3449","Övriga utbildare och instruktörer","Utbildningsledare"
"Pedagogik","5311","Barnskötare","Barnskötare"
"Pedagogik","5311","Barnskötare","Dagbarnvårdare"
"Pedagogik","5311","Barnskötare","Förskoleassistent"
"Pedagogik","5312","Elevassistenter m.fl.","Elevassistent"
"Pedagogik","5312","Elevassistenter m.fl.","Lärarassistent"
"Pedagogik","5312","Elevassistenter m.fl.","Modersmålspedagog"
"Pedagogik","5312","Elevassistenter m.fl.","Skolvärd"
"Säkerhet och bevakning","2181","Arbetsmiljöingenjörer, yrkes- och miljöhygieniker","Arbetsmiljöingenjör"
"Säkerhet och bevakning","2181","Arbetsmiljöingenjörer, yrkes- och miljöhygieniker","Arbetsmiljöinspektör"
"Säkerhet och bevakning","2181","Arbetsmiljöingenjörer, yrkes- och miljöhygieniker","Ergonom"
"Säkerhet och bevakning","2181","Arbetsmiljöingenjörer, yrkes- och miljöhygieniker","Skyddsingenjör"
"Säkerhet och bevakning","2181","Arbetsmiljöingenjörer, yrkes- och miljöhygieniker","Yrkeshygieniker"
"Säkerhet och bevakning","3351","Tull- och kustbevakningstjänstemän","Befälhavare, Kustbevakningen"
"Säkerhet och bevakning","3351","Tull- och kustbevakningstjänstemän","Kustbevakningstjänsteman"
"Säkerhet och bevakning","3351","Tull- och kustbevakningstjänstemän","Tulltjänsteman"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Besiktningsingenjör"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Besiktningsingenjör, bilprovning"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Besiktningstekniker, fordon"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Bilinspektör"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Fartygsinspektör"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Flyginspektör"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Fordonsingenjör, Trafikverket"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Lavintekniker"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Riskingenjör, risk management"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Säkerhetsingenjör"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Säkerhetsrådgivare"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Säkerhetssamordnare"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Skeppsmätare"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Strålskyddstekniker"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Trafikinspektör"
"Säkerhet och bevakning","3354","Säkerhetsinspektörer m.fl.","Trafiksäkerhetsledare"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Brandingenjör"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Brandinspektör"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Brandtekniker"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Bygglovshandläggare"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Byggnadsinspektör"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Byggnadskontrollant"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Energi- och klimatrådgivare"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Energideklarerare/Energiexpert"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Fukttekniker"
"Säkerhet och bevakning","3355","Brandingenjörer och byggnadsinspektörer m.fl.","Tillgänglighetskonsult"
"Säkerhet och bevakning","3360","Poliser","Inspektör, Polisen"
"Säkerhet och bevakning","3360","Poliser","Kommissarie, Polisen"
"Säkerhet och bevakning","3360","Poliser","Polisaspirant"
"Säkerhet och bevakning","3360","Poliser","Polisassistent"
"Säkerhet och bevakning","5411","Brandmän","Brandman"
"Säkerhet och bevakning","5412","Kriminalvårdare","Arrestantvakt"
"Säkerhet och bevakning","5412","Kriminalvårdare","Kriminalvårdare"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Butikskontrollant"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Flygplatskontrollant"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Gränskontrollant"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Hundförare"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Ordningsvakt"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Personskyddsväktare"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Skyddsvakt"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Väktare"
"Säkerhet och bevakning","5413","Väktare och ordningsvakter","Värdetransportör"
"Säkerhet och bevakning","5414","SOS-operatörer m.fl.","Larmoperatör"
"Säkerhet och bevakning","5414","SOS-operatörer m.fl.","Sjöbevakningsassistent"
"Säkerhet och bevakning","5414","SOS-operatörer m.fl.","SOS-operatör"
"Säkerhet och bevakning","5419","Övrig bevaknings- och säkerhetspersonal","Badvakt"
"Säkerhet och bevakning","5419","Övrig bevaknings- och säkerhetspersonal","Brand- och säkerhetsvakt"
"Säkerhet och bevakning","5419","Övrig bevaknings- och säkerhetspersonal","Parkeringsvakt"
"Säkerhet och bevakning","5419","Övrig bevaknings- och säkerhetspersonal","Sjöfarts- och hamnskyddskontrollant"
"Säkerhet och bevakning","5419","Övrig bevaknings- och säkerhetspersonal","Skidpatrullör"
"Säkerhet och bevakning","5419","Övrig bevaknings- och säkerhetspersonal","Trafikvakt"
"Sanering och renhållning","5151","Städledare och husfruar","Arbetsledare städ"
"Sanering och renhållning","7133","Skorstensfejare","Skorstensfejare"
"Sanering och renhållning","7133","Skorstensfejare","Skorstensfejartekniker"
"Sanering och renhållning","7134","Saneringsarbetare m.fl.","Asbestsanerare"
"Sanering och renhållning","7134","Saneringsarbetare m.fl.","Saneringsarbetare"
"Sanering och renhållning","7134","Saneringsarbetare m.fl.","Skadedjurstekniker"
"Sanering och renhållning","7134","Saneringsarbetare m.fl.","Spol- och avloppstekniker"
"Sanering och renhållning","7134","Saneringsarbetare m.fl.","Takrengörare"
"Sanering och renhållning","7134","Saneringsarbetare m.fl.","Ventilationsrengörare"
"Sanering och renhållning","9111","Städare","Byggstädare"
"Sanering och renhållning","9111","Städare","Cabin stewardess/Hyttvärdinna"
"Sanering och renhållning","9111","Städare","Fartygsstädare"
"Sanering och renhållning","9111","Städare","Industristädare"
"Sanering och renhållning","9111","Städare","Sjukhusstädare"
"Sanering och renhållning","9111","Städare","Städare"
"Sanering och renhållning","9119","Övrig hemservicepersonal m.fl.","Barnvakt"
"Sanering och renhållning","9119","Övrig hemservicepersonal m.fl.","Hemhjälp"
"Sanering och renhållning","9120","Bilrekonditionerare, fönsterputsare m.fl.","Bilrekonditionerare"
"Sanering och renhållning","9120","Bilrekonditionerare, fönsterputsare m.fl.","Bilvårdare"
"Sanering och renhållning","9120","Bilrekonditionerare, fönsterputsare m.fl.","Fönsterputsare"
"Sanering och renhållning","9610","Renhållnings- och återvinningsarbetare","Återvinningsarbetare på ÅVC"
"Sanering och renhållning","9610","Renhållnings- och återvinningsarbetare","Bildemontör"
"Sanering och renhållning","9610","Renhållnings- och återvinningsarbetare","Demontör återvinning"
"Sanering och renhållning","9610","Renhållnings- och återvinningsarbetare","Medåkare renhållningsbil"
"Sanering och renhållning","9610","Renhållnings- och återvinningsarbetare","Miljöarbetare anläggning"
"Transport, distribution, lager","3151","Maskinbefäl","1:e Fartygsingenjör"
"Transport, distribution, lager","3151","Maskinbefäl","2:e Fartygsingenjör"
"Transport, distribution, lager","3151","Maskinbefäl","Elingenjör, fartyg/Fartygseltekniker"
"Transport, distribution, lager","3151","Maskinbefäl","Maskinbefäl, fartyg"
"Transport, distribution, lager","3151","Maskinbefäl","Teknisk chef, fartyg/Maskinchef, fartyg"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","2:e Styrman"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Båtman, Sjöfartsverket"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Befälhavare, fartyg"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Fartygsbefäl"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Fartygsbefäl, utan behörighetsbevis"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Lots, fartyg"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Lotsoperatör"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","Överstyrman"
"Transport, distribution, lager","3152","Fartygsbefäl m.fl.","VTS-operatör"
"Transport, distribution, lager","3153","Piloter m.fl.","Ballongpilot"
"Transport, distribution, lager","3153","Piloter m.fl.","Chefspilot"
"Transport, distribution, lager","3153","Piloter m.fl.","Drönaroperatör/Drönarpilot"
"Transport, distribution, lager","3153","Piloter m.fl.","Flyginstruktör/Flyglärare"
"Transport, distribution, lager","3153","Piloter m.fl.","Helikopterförare/Helikopterpilot"
"Transport, distribution, lager","3153","Piloter m.fl.","Pilot/Trafikflygare/Flygkapten"
"Transport, distribution, lager","3153","Piloter m.fl.","Pilot/Trafikflygare/Flygstyrman"
"Transport, distribution, lager","3154","Flygledare","Briefing Officer, luftfart"
"Transport, distribution, lager","3154","Flygledare","Flight Data Operator/FDO/Flygledarassistent"
"Transport, distribution, lager","3154","Flygledare","Flygledare"
"Transport, distribution, lager","3154","Flygledare","Handläggare, flygledning"
"Transport, distribution, lager","3154","Flygledare","Watch Supervisor, flygledning"
"Transport, distribution, lager","4321","Arbetsledare inom lager och terminal","Arbetsledare lager och terminal"
"Transport, distribution, lager","4321","Arbetsledare inom lager och terminal","Förrådsansvarig"
"Transport, distribution, lager","4321","Arbetsledare inom lager och terminal","Reservdelsansvarig"
"Transport, distribution, lager","4322","Lager- och terminalpersonal","Depåman/Depåtekniker"
"Transport, distribution, lager","4322","Lager- och terminalpersonal","Godsmottagare"
"Transport, distribution, lager","4322","Lager- och terminalpersonal","Lageradministratör"
"Transport, distribution, lager","4322","Lager- och terminalpersonal","Lagerarbetare/Terminalarbetare"
"Transport, distribution, lager","4322","Lager- och terminalpersonal","Lagerplanerare"
"Transport, distribution, lager","4322","Lager- och terminalpersonal","Leveransbevakare"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Bro- och slussvakt"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Fartygsoperatör"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Flight Operating Officer"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Lastningsförman/Load master"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Rampagent"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Tågledare"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Tågtrafikledare"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Trafikledare"
"Transport, distribution, lager","4323","Transportledare och transportsamordnare","Transportledare"
"Transport, distribution, lager","4420","Brevbärare och postterminalarbetare","Brevbärare"
"Transport, distribution, lager","4420","Brevbärare och postterminalarbetare","Postterminalarbetare"
"Transport, distribution, lager","5111","Kabinpersonal m.fl.","Båtvärd"
"Transport, distribution, lager","5111","Kabinpersonal m.fl.","Kabinpersonal"
"Transport, distribution, lager","5111","Kabinpersonal m.fl.","Purser"
"Transport, distribution, lager","5112","Tågvärdar och ombordansvariga m.fl.","Bussvärd"
"Transport, distribution, lager","5112","Tågvärdar och ombordansvariga m.fl.","Stationsvärd"
"Transport, distribution, lager","5112","Tågvärdar och ombordansvariga m.fl.","Tågvärd"
"Transport, distribution, lager","5112","Tågvärdar och ombordansvariga m.fl.","Trafikvärd/Taxivärd"
"Transport, distribution, lager","8311","Lokförare","Lokförare"
"Transport, distribution, lager","8311","Lokförare","Tunnelbaneförare"
"Transport, distribution, lager","8312","Bangårdspersonal","Växlare"
"Transport, distribution, lager","8321","Taxiförare m.fl.","Taxiförare"
"Transport, distribution, lager","8329","Övriga bil-, motorcykel- och cykelförare","Budbilsförare"
"Transport, distribution, lager","8329","Övriga bil-, motorcykel- och cykelförare","Cykelbud"
"Transport, distribution, lager","8329","Övriga bil-, motorcykel- och cykelförare","Personbilsförare"
"Transport, distribution, lager","8329","Övriga bil-, motorcykel- och cykelförare","Testförare"
"Transport, distribution, lager","8331","Buss- och spårvagnsförare","Bussförare"
"Transport, distribution, lager","8331","Buss- och spårvagnsförare","Spårvagnsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Bärgarförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Bohags- och flyttbilsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Bokbussförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Bygg- och anläggningsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Distributionsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Djurtransportförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Fjärrbilsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Kranbilsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Liftdumper- och lastväxlarförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Renhållningsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Skogstransportförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Specialtransportförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Sug- och spolbilsförare"
"Transport, distribution, lager","8332","Lastbilsförare m.fl.","Tank- och bulkbilsförare"
"Transport, distribution, lager","8344","Truckförare","Teleskoptruckförare"
"Transport, distribution, lager","8344","Truckförare","Traktorförare, industri"
"Transport, distribution, lager","8344","Truckförare","Truckförare"
"Transport, distribution, lager","8350","Matroser och jungmän m.fl.","Båtsman/Bås"
"Transport, distribution, lager","8350","Matroser och jungmän m.fl.","Jungman"
"Transport, distribution, lager","8350","Matroser och jungmän m.fl.","Lättmatros"
"Transport, distribution, lager","8350","Matroser och jungmän m.fl.","Matros"
"Transport, distribution, lager","8350","Matroser och jungmän m.fl.","Matros, inre fart"
"Transport, distribution, lager","9331","Hamnarbetare","Hamnarbetare"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Expressarbetare/Flyttkarl/Stadsbud"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Flygplanslastare"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Flygplatstekniker"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Packmästare flytt"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Roddare/Roadie"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Stagehand"
"Transport, distribution, lager","9332","Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Vitvarumontör/Hemelektronikinstallatör"
"Transport, distribution, lager","9621","Reklamutdelare och tidningsdistributörer","Reklamutdelare"
"Transport, distribution, lager","9621","Reklamutdelare och tidningsdistributörer","Tidningsdistributör"
"Yrken med social inriktning","2661","Socialsekreterare","Fältassistent"
"Yrken med social inriktning","2661","Socialsekreterare","Familjebehandlare/Familjepedagog"
"Yrken med social inriktning","2661","Socialsekreterare","Familjehemssekreterare/Familjehemskonsulent"
"Yrken med social inriktning","2661","Socialsekreterare","Familjerådgivare/Familjeterapeut"
"Yrken med social inriktning","2661","Socialsekreterare","Familjerättssekreterare"
"Yrken med social inriktning","2661","Socialsekreterare","Gruppledare inom socialtjänst"
"Yrken med social inriktning","2661","Socialsekreterare","Rehabhandläggare"
"Yrken med social inriktning","2661","Socialsekreterare","Socialkonsulent, Arbetsförmedlingen"
"Yrken med social inriktning","2661","Socialsekreterare","Socialsekreterare"
"Yrken med social inriktning","2661","Socialsekreterare","Socionom"
"Yrken med social inriktning","2661","Socialsekreterare","Ungdomssekreterare, socialtjänst"
"Yrken med social inriktning","2662","Kuratorer","Hälso- och sjukvårdskurator"
"Yrken med social inriktning","2662","Kuratorer","Kurator"
"Yrken med social inriktning","2662","Kuratorer","Samtalsterapeut"
"Yrken med social inriktning","2662","Kuratorer","Skolkurator"
"Yrken med social inriktning","2663","Biståndsbedömare m.fl.","Biståndsbedömare/Biståndshandläggare"
"Yrken med social inriktning","2663","Biståndsbedömare m.fl.","LSS-handläggare"
"Yrken med social inriktning","2669","Övriga yrken inom socialt arbete","Frivårdsinspektör"
"Yrken med social inriktning","2669","Övriga yrken inom socialt arbete","Integrationshandläggare"
"Yrken med social inriktning","2671","Präster","Buddhistpräst"
"Yrken med social inriktning","2671","Präster","Församlingspräst med specialuppgifter"
"Yrken med social inriktning","2671","Präster","Imam"
"Yrken med social inriktning","2671","Präster","Komminister"
"Yrken med social inriktning","2671","Präster","Kontraktsadjunkt"
"Yrken med social inriktning","2671","Präster","Pastorsadjunkt"
"Yrken med social inriktning","2671","Präster","Präst, annat trossamfund"
"Yrken med social inriktning","2671","Präster","Präst, grekisk-ortodox kyrka"
"Yrken med social inriktning","2671","Präster","Präst, romersk-katolsk kyrka"
"Yrken med social inriktning","2671","Präster","Rabbin"
"Yrken med social inriktning","2671","Präster","Sjukhuspräst"
"Yrken med social inriktning","2671","Präster","Stiftsadjunkt"
"Yrken med social inriktning","2672","Diakoner","Diakon"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Äldrepedagog"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Alkohol- och drogterapeut"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Anhörigkonsulent"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Behandlingsassistent/Socialpedagog"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Folkhälsosekreterare"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Habiliteringspedagog"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Hantverkspedagog"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Hemterapeut"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Kvinnojoursarbetare"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Placeringsassistent"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Projektledare, social inriktning"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Rehabiliteringsassistent"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Socioterapeut"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Stödpedagog"
"Yrken med social inriktning","3411","Behandlingsassistenter och socialpedagoger m.fl.","Ungdomsassistent"
"Yrken med social inriktning","3412","Pastorer m.fl.","Församlingsföreståndare, frikyrka"
"Yrken med social inriktning","3412","Pastorer m.fl.","Missionär"
"Yrken med social inriktning","3412","Pastorer m.fl.","Pastor, frikyrkoförsamling"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Assistent i församlingsarbete"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Församlingspedagog"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Fritidsassistent"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Fritidsinstruktör"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Fritidskonsulent"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Fritidsledare"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Fritidsledare, församling/Ungdomsledare, församling"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Konsulent på stifts-/nationell nivå"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Ungdomskonsulent, fritid"
"Yrken med social inriktning","3423","Fritidsledare m.fl.","Ungdomsledare"
"Yrken med social inriktning","3424","Friskvårdskonsulenter och hälsopedagoger m.fl.","Friskvårdskonsult/Hälsovägledare"
"Yrken med social inriktning","3424","Friskvårdskonsulenter och hälsopedagoger m.fl.","Friskvårdsledare"
"Yrken med social inriktning","3424","Friskvårdskonsulenter och hälsopedagoger m.fl.","Hälsocoach"
"Yrken med social inriktning","3424","Friskvårdskonsulenter och hälsopedagoger m.fl.","Hälsoinformatör"
"Yrken med social inriktning","3424","Friskvårdskonsulenter och hälsopedagoger m.fl.","Hälsopedagog"
"Yrken med social inriktning","3424","Friskvårdskonsulenter och hälsopedagoger m.fl.","Kostrådgivare"
"Yrken med social inriktning","5161","Begravnings- och krematoriepersonal","Begravningsrådgivare"
"Yrken med social inriktning","5161","Begravnings- och krematoriepersonal","Begravningsrepresentant"
"Yrken med social inriktning","5161","Begravnings- och krematoriepersonal","Borgerlig officiant"
"Yrken med social inriktning","5161","Begravnings- och krematoriepersonal","Ceremonivärd"
"Yrken med social inriktning","5161","Begravnings- och krematoriepersonal","Krematorieföreståndare"
"Yrken med social inriktning","5161","Begravnings- och krematoriepersonal","Krematorievaktmästare"
"Yrken med social inriktning","5169","Övrig servicepersonal","Mystery shopper"
"Yrken med social inriktning","5342","Vårdare, boendestödjare","Boendestödjare"
"Yrken med social inriktning","5342","Vårdare, boendestödjare","Stödassistent"
"Yrken med social inriktning","5343","Personliga assistenter","Ledsagare"
"Yrken med social inriktning","5343","Personliga assistenter","Personlig assistent"
